transaction_id,product_id,transaction_date,transaction_time,transaction_type,quantity,from_warehouse,to_warehouse,unit_cost,total_value,reference_id,employee_id
INV0006225,JEWL-002599,2023-06-16,15:01:50,Transfer,14,WH03,WH01,500.33,7004.62,,EMP00011
INV0006226,ELEC-000098,2023-11-29,14:00:46,Ship,-12,WH07,,35.89,,,EMP00011
INV0006227,JEWL-002494,2019-07-10,16:59:57,Receive,168,WH01,,250.88,42147.84,PO34886,EMP00060
INV0006228,BOOK-002323,2023-08-05,21:23:11,Receive,42,WH02,,52.91,2222.22,PO86270,EMP00003
INV0006229,FURN-003006,2022-06-09,15:05:07,Receive,186,WH02,,665.38,123760.68,PO38951,EMP00010
INV0006230,BOOK-002202,2019-12-19,06:01:26,Receive,106,WH04,,9.56,1013.36,PO83634,EMP00021
INV0006231,BEAU-001418,2021-05-07,10:12:40,Ship,-33,WH01,,18.43,,,EMP00089
INV0006232,ELEC-000012,2020-11-11,22:11:18,Adjust,10,WH04,,455.26,4552.6,,EMP00053
INV0006233,GROC-000780,2022-11-21,18:28:22,Receive,102,WH01,,8.76,893.52,PO81506,EMP00030
INV0006234,BEAU-001197,2022-01-18,23:51:11,Receive,130,WH03,,35.18,4573.4,PO65407,EMP00033
INV0006235,GRDN-003289,2022-06-02,14:08:57,Receive,49,WH02,,251.92,12344.08,PO22597,EMP00063
INV0006236,CLTH-000320,2023-11-28,06:15:11,Receive,156,WH05,,64.38,10043.28,PO98666,EMP00067
INV0006237,GROC-001162,2021-10-05,00:14:11,Ship,-42,WH03,,36.29,,,EMP00066
INV0006238,GROC-000825,2022-01-24,11:19:35,Receive,65,WH08,,8.71,566.15,PO51720,EMP00044
INV0006239,SPRT-001578,2022-10-14,04:02:53,Ship,-20,WH07,,136.72,,,EMP00055
INV0006240,GROC-001120,2022-02-20,04:40:10,Receive,185,WH02,,24.31,4497.35,PO85157,EMP00037
INV0006241,FURN-002737,2020-03-03,10:17:08,Receive,36,WH06,,452.72,16297.92,PO92805,EMP00055
INV0006242,BEAU-001453,2019-10-18,17:20:26,Receive,33,WH03,,30.46,1005.18,PO15168,EMP00083
INV0006243,TOYS-001841,2020-12-21,05:02:44,Ship,-43,WH06,,15.86,,,EMP00036
INV0006244,HOME-000671,2021-09-03,11:18:25,Ship,-23,WH04,,106.04,,,EMP00031
INV0006245,CLTH-000430,2020-08-24,11:56:37,Transfer,-22,WH01,WH05,68.24,,,EMP00040
INV0006246,CLTH-000509,2020-09-30,20:35:33,Count,0,WH02,,122.5,,,EMP00039
INV0006247,CLTH-000219,2020-11-13,13:20:09,Receive,197,WH02,,81.88,16130.36,PO79713,EMP00067
INV0006248,JEWL-002563,2020-04-17,16:01:05,Receive,101,WH01,,467.38,47205.38,PO37940,EMP00038
INV0006249,BEAU-001262,2021-10-28,18:56:30,Ship,-16,WH04,,25.8,,,EMP00081
INV0006250,CLTH-000284,2019-11-15,10:21:15,Receive,20,WH02,,25.15,503.0,PO13018,EMP00047
INV0006251,FURN-002965,2022-07-10,22:56:13,Receive,109,WH05,,116.71,12721.39,PO50723,EMP00040
INV0006252,GRDN-003179,2019-08-06,06:09:15,Ship,-24,WH06,,25.15,,,EMP00095
INV0006253,GROC-000752,2019-07-20,17:29:41,Receive,119,WH08,,27.16,3232.04,PO64683,EMP00025
INV0006254,ELEC-000115,2020-06-19,04:30:28,Receive,35,WH02,,615.41,21539.35,PO90304,EMP00058
INV0006255,TOYS-001873,2022-12-10,21:30:10,Ship,-43,WH01,,13.3,,,EMP00088
INV0006256,SPRT-001496,2020-12-27,09:05:26,Return,4,WH01,,97.01,388.04,,EMP00002
INV0006257,HOME-000532,2019-12-01,07:14:43,Receive,59,WH03,,149.35,8811.65,PO88295,EMP00067
INV0006258,SPRT-001745,2020-01-17,08:06:56,Receive,141,WH03,,43.61,6149.01,PO12380,EMP00085
INV0006259,ELEC-000003,2022-07-23,18:37:26,Ship,-16,WH08,,696.38,,,EMP00003
INV0006260,SPRT-001572,2019-12-30,02:10:39,Transfer,21,WH03,WH05,37.72,792.12,,EMP00069
INV0006261,BOOK-002393,2021-09-14,14:16:40,Receive,191,WH02,,10.49,2003.59,PO32755,EMP00054
INV0006262,CLTH-000418,2022-09-18,03:11:45,Ship,-33,WH03,,84.5,,,EMP00034
INV0006263,AUTO-002071,2023-09-20,15:57:02,Receive,125,WH01,,106.81,13351.25,PO78988,EMP00037
INV0006264,BEAU-001452,2021-09-16,22:07:38,Receive,24,WH02,,34.36,824.64,PO93751,EMP00039
INV0006265,HOME-000710,2021-03-16,02:54:47,Receive,184,WH05,,38.48,7080.32,PO25139,EMP00059
INV0006266,GROC-001001,2021-01-25,13:56:45,Ship,-33,WH02,,30.97,,,EMP00039
INV0006267,CLTH-000426,2021-09-10,23:54:59,Receive,114,WH04,,38.89,4433.46,PO73503,EMP00097
INV0006268,FURN-002914,2021-08-15,20:12:23,Adjust,-9,WH03,,129.9,,,EMP00024
INV0006269,FURN-002710,2020-02-03,01:10:56,Return,5,WH05,,38.98,194.9,,EMP00040
INV0006270,HOME-000615,2021-10-31,02:35:19,Receive,110,WH06,,87.71,9648.1,PO37344,EMP00012
INV0006271,GROC-000812,2021-12-19,16:19:36,Ship,-21,WH07,,28.34,,,EMP00027
INV0006272,GROC-000918,2023-02-12,16:22:17,Transfer,28,WH05,WH08,16.05,449.4,,EMP00082
INV0006273,ELEC-000077,2021-07-01,22:00:36,Adjust,2,WH05,,502.95,1005.9,,EMP00071
INV0006274,AUTO-002029,2021-02-23,15:35:54,Receive,16,WH08,,125.9,2014.4,PO57308,EMP00075
INV0006275,ELEC-000121,2020-01-17,17:40:50,Ship,-23,WH07,,372.37,,,EMP00015
INV0006276,GROC-000738,2021-09-23,18:16:07,Adjust,-2,WH06,,39.44,,,EMP00039
INV0006277,FURN-002992,2020-10-16,16:54:05,Adjust,-2,WH01,,139.4,,,EMP00014
INV0006278,AUTO-002082,2023-04-18,08:34:06,Transfer,-21,WH08,WH06,17.13,,,EMP00038
INV0006279,BOOK-002403,2022-04-07,23:15:37,Ship,-46,WH08,,219.93,,,EMP00046
INV0006280,SPRT-001648,2021-04-11,16:18:23,Receive,87,WH01,,119.31,10379.97,PO82731,EMP00006
INV0006281,CLTH-000444,2023-07-22,02:44:37,Receive,26,WH03,,147.2,3827.2,PO80033,EMP00049
INV0006282,ELEC-000093,2023-08-27,13:57:09,Ship,-6,WH08,,249.24,,,EMP00059
INV0006283,ELEC-000097,2020-11-13,18:47:02,Ship,-8,WH08,,165.68,,,EMP00094
INV0006284,BEAU-001438,2023-11-19,02:16:38,Receive,80,WH03,,28.38,2270.4,PO92507,EMP00020
INV0006285,SPRT-001531,2023-09-21,02:25:07,Ship,-23,WH06,,78.2,,,EMP00083
INV0006286,GRDN-003195,2023-04-25,17:36:38,Receive,106,WH06,,144.85,15354.1,PO96260,EMP00080
INV0006287,FURN-002784,2020-06-05,16:37:41,Receive,164,WH04,,545.54,89468.56,PO39545,EMP00073
INV0006288,ELEC-000001,2020-03-20,01:58:24,Ship,-27,WH05,,348.58,,,EMP00068
INV0006289,FURN-002710,2021-04-19,22:32:34,Receive,199,WH04,,38.98,7757.02,PO83241,EMP00051
INV0006290,BOOK-002273,2020-01-06,22:46:43,Ship,-20,WH03,,16.53,,,EMP00026
INV0006291,ELEC-000068,2019-09-05,02:18:11,Receive,120,WH03,,857.59,102910.8,PO13062,EMP00090
INV0006292,GROC-000759,2022-02-06,20:09:44,Receive,91,WH01,,40.57,3691.87,PO98051,EMP00076
INV0006293,HOME-000538,2021-06-25,21:55:33,Receive,191,WH02,,182.15,34790.65,PO14782,EMP00075
INV0006294,GRDN-003232,2020-11-19,02:00:03,Ship,-16,WH06,,32.16,,,EMP00003
INV0006295,SPRT-001485,2021-09-10,16:32:03,Receive,127,WH05,,122.29,15530.83,PO51645,EMP00091
INV0006296,TOYS-001987,2021-08-29,00:58:03,Receive,138,WH07,,16.6,2290.8,PO53521,EMP00024
INV0006297,GROC-001040,2022-02-02,11:50:26,Transfer,-19,WH03,WH08,18.84,,,EMP00073
INV0006298,GRDN-003129,2022-10-05,13:54:22,Receive,174,WH01,,33.24,5783.76,PO12729,EMP00009
INV0006299,HOME-000728,2020-01-13,23:36:13,Receive,185,WH07,,123.64,22873.4,PO27718,EMP00005
INV0006300,HOME-000532,2020-02-03,05:11:41,Ship,-41,WH07,,149.35,,,EMP00025
INV0006301,SPRT-001505,2023-10-11,06:46:06,Ship,-5,WH05,,108.11,,,EMP00084
INV0006302,FURN-002996,2020-12-29,17:44:56,Count,0,WH07,,485.55,,,EMP00041
INV0006303,FURN-002790,2021-05-15,10:19:31,Adjust,-9,WH05,,745.33,,,EMP00046
INV0006304,HOME-000632,2019-12-16,19:56:10,Receive,98,WH05,,143.83,14095.34,PO79497,EMP00075
INV0006305,SPRT-001692,2022-02-25,15:07:08,Receive,80,WH02,,63.48,5078.4,PO64850,EMP00050
INV0006306,BOOK-002208,2023-11-27,18:43:07,Receive,118,WH08,,230.67,27219.06,PO46084,EMP00058
INV0006307,HOME-000638,2019-08-06,11:54:45,Adjust,1,WH06,,158.14,158.14,,EMP00020
INV0006308,CLTH-000200,2023-05-14,08:18:10,Receive,62,WH01,,43.75,2712.5,PO94486,EMP00094
INV0006309,FURN-002710,2023-07-21,08:13:36,Receive,119,WH02,,38.98,4638.62,PO60342,EMP00069
INV0006310,CLTH-000258,2022-02-26,17:33:40,Receive,174,WH06,,66.74,11612.76,PO61858,EMP00095
INV0006311,CLTH-000229,2022-12-11,14:23:23,Ship,-1,WH07,,418.59,,,EMP00087
INV0006312,CLTH-000193,2023-08-19,05:45:16,Receive,32,WH02,,40.4,1292.8,PO15061,EMP00046
INV0006313,JEWL-002485,2022-05-29,13:14:48,Receive,20,WH01,,41.59,831.8,PO77728,EMP00066
INV0006314,GROC-000797,2021-05-19,15:11:03,Receive,35,WH08,,6.98,244.3,PO10795,EMP00076
INV0006315,GROC-000867,2023-02-13,15:16:37,Receive,95,WH04,,17.66,1677.7,PO83473,EMP00007
INV0006316,GROC-000795,2020-08-28,18:34:16,Transfer,-18,WH02,WH06,16.99,,,EMP00050
INV0006317,BOOK-002284,2022-12-09,00:12:17,Receive,104,WH08,,43.2,4492.8,PO27559,EMP00044
INV0006318,GRDN-003249,2020-02-07,05:50:45,Ship,-43,WH05,,14.14,,,EMP00089
INV0006319,JEWL-002554,2021-01-09,04:58:24,Receive,92,WH02,,189.53,17436.76,PO38153,EMP00094
INV0006320,GROC-001167,2022-05-26,14:39:09,Ship,-13,WH02,,50.39,,,EMP00096
INV0006321,HOME-000544,2023-07-09,19:24:19,Receive,122,WH04,,159.17,19418.74,PO49864,EMP00077
INV0006322,GROC-000768,2023-07-26,15:39:28,Adjust,10,WH01,,38.24,382.4,,EMP00094
INV0006323,SPRT-001488,2023-03-25,17:00:34,Receive,146,WH05,,143.86,21003.56,PO87264,EMP00074
INV0006324,BEAU-001378,2021-07-29,13:22:19,Receive,22,WH06,,23.74,522.28,PO94752,EMP00087
INV0006325,CLTH-000333,2023-12-06,00:50:17,Ship,-20,WH07,,193.73,,,EMP00085
INV0006326,FURN-002824,2021-05-26,05:05:44,Receive,155,WH07,,377.35,58489.25,PO49787,EMP00068
INV0006327,JEWL-002450,2022-01-31,21:56:43,Receive,27,WH05,,938.24,25332.48,PO45180,EMP00076
INV0006328,HOME-000707,2021-10-02,19:13:45,Ship,-33,WH07,,81.45,,,EMP00071
INV0006329,HOME-000581,2021-11-03,05:15:34,Receive,136,WH02,,159.29,21663.44,PO90373,EMP00096
INV0006330,GROC-000891,2023-08-29,08:59:22,Receive,105,WH01,,33.52,3519.6,PO16333,EMP00020
INV0006331,GROC-000913,2019-10-06,07:41:35,Ship,-47,WH04,,52.48,,,EMP00030
INV0006332,FURN-002801,2023-03-09,08:42:49,Receive,124,WH03,,53.45,6627.8,PO66927,EMP00089
INV0006333,TOYS-001924,2020-05-04,09:16:15,Receive,21,WH02,,49.25,1034.25,PO36725,EMP00041
INV0006334,ELEC-000006,2022-03-19,02:14:14,Return,4,WH03,,371.08,1484.32,,EMP00064
INV0006335,BEAU-001451,2022-10-25,00:56:39,Ship,-12,WH06,,63.13,,,EMP00052
INV0006336,BOOK-002338,2023-09-21,18:11:38,Transfer,17,WH08,WH03,7.72,131.24,,EMP00034
INV0006337,BEAU-001333,2022-11-12,12:20:46,Receive,146,WH04,,4.68,683.28,PO14801,EMP00079
INV0006338,CLTH-000394,2020-09-08,18:15:36,Adjust,10,WH01,,149.85,1498.5,,EMP00010
INV0006339,FURN-002745,2020-07-15,23:30:24,Receive,161,WH01,,90.44,14560.84,PO23798,EMP00063
INV0006340,FURN-002992,2023-09-15,23:21:36,Receive,88,WH08,,139.4,12267.2,PO99847,EMP00092
INV0006341,JEWL-002491,2023-06-10,10:51:44,Receive,129,WH06,,737.24,95103.96,PO47666,EMP00089
INV0006342,BEAU-001464,2022-01-25,16:12:36,Transfer,15,WH06,WH01,49.07,736.05,,EMP00088
INV0006343,FURN-002915,2023-07-22,22:13:35,Receive,159,WH08,,265.46,42208.14,PO32949,EMP00097
INV0006344,AUTO-002007,2021-08-17,13:36:29,Return,3,WH03,,86.06,258.18,,EMP00057
INV0006345,CLTH-000255,2020-11-22,00:17:04,Ship,-10,WH04,,47.95,,,EMP00081
INV0006346,GROC-001066,2022-05-02,03:15:41,Adjust,-1,WH03,,49.46,,,EMP00091
INV0006347,BEAU-001431,2019-12-15,10:35:49,Receive,176,WH08,,54.92,9665.92,PO10411,EMP00012
INV0006348,ELEC-000102,2021-07-10,14:28:31,Ship,-46,WH02,,984.83,,,EMP00062
INV0006349,AUTO-002132,2020-11-19,02:52:45,Receive,18,WH07,,44.29,797.22,PO55093,EMP00015
INV0006350,JEWL-002458,2023-02-16,06:40:40,Ship,-42,WH06,,209.79,,,EMP00022
INV0006351,BEAU-001191,2022-09-19,22:53:43,Ship,-41,WH07,,56.41,,,EMP00014
INV0006352,CLTH-000384,2019-07-21,00:00:51,Receive,150,WH02,,132.22,19833.0,PO54217,EMP00071
INV0006353,HOME-000662,2022-05-03,06:23:57,Ship,-37,WH03,,121.35,,,EMP00054
INV0006354,SPRT-001711,2023-05-04,05:39:40,Adjust,-3,WH04,,36.46,,,EMP00067
INV0006355,SPRT-001483,2021-10-23,06:56:05,Ship,-8,WH03,,33.06,,,EMP00022
INV0006356,GROC-000924,2022-04-06,20:25:21,Receive,85,WH06,,10.38,882.3,PO91562,EMP00029
INV0006357,AUTO-002162,2022-01-20,07:07:00,Receive,194,WH01,,128.41,24911.54,PO46969,EMP00089
INV0006358,SPRT-001761,2022-05-19,15:10:28,Receive,31,WH05,,113.95,3532.45,PO86008,EMP00077
INV0006359,HOME-000573,2023-10-30,15:53:39,Ship,-1,WH06,,97.73,,,EMP00088
INV0006360,TOYS-002000,2023-01-01,13:54:07,Ship,-10,WH08,,42.25,,,EMP00055
INV0006361,FURN-002920,2020-05-20,13:03:08,Ship,-34,WH08,,547.05,,,EMP00073
INV0006362,CLTH-000431,2020-12-17,15:45:27,Ship,-49,WH04,,278.59,,,EMP00006
INV0006363,GROC-000942,2020-07-21,20:23:04,Ship,-42,WH08,,21.47,,,EMP00017
INV0006364,CLTH-000488,2020-07-01,13:05:29,Receive,181,WH04,,114.9,20796.9,PO12986,EMP00091
INV0006365,TOYS-001908,2020-11-17,16:11:40,Receive,64,WH05,,6.37,407.68,PO48707,EMP00082
INV0006366,FURN-002744,2023-04-23,16:53:16,Receive,113,WH08,,237.03,26784.39,PO35411,EMP00043
INV0006367,GROC-001139,2022-07-16,21:40:57,Ship,-19,WH07,,6.06,,,EMP00032
INV0006368,GRDN-003165,2023-07-02,10:33:52,Count,0,WH07,,11.33,,,EMP00023
INV0006369,JEWL-002499,2023-12-13,15:40:40,Return,2,WH04,,480.01,960.02,,EMP00076
INV0006370,JEWL-002531,2019-10-04,00:02:00,Transfer,-19,WH04,WH02,532.68,,,EMP00077
INV0006371,BEAU-001201,2021-06-20,07:06:07,Receive,194,WH03,,44.85,8700.9,PO66194,EMP00027
INV0006372,FURN-002991,2020-06-29,11:25:16,Ship,-8,WH08,,360.07,,,EMP00045
INV0006373,GRDN-003223,2020-08-12,22:24:29,Ship,-5,WH04,,8.38,,,EMP00081
INV0006374,CLTH-000223,2022-02-02,16:34:10,Adjust,6,WH06,,123.08,738.48,,EMP00054
INV0006375,GROC-000979,2022-06-05,08:25:59,Adjust,-7,WH08,,3.52,,,EMP00029
INV0006376,SPRT-001589,2022-02-19,03:11:11,Ship,-11,WH05,,123.1,,,EMP00098
INV0006377,JEWL-002653,2022-07-11,01:30:41,Ship,-40,WH03,,489.4,,,EMP00032
INV0006378,TOYS-001960,2020-11-27,15:02:32,Ship,-10,WH05,,33.0,,,EMP00037
INV0006379,JEWL-002601,2023-08-18,11:47:46,Receive,149,WH08,,392.19,58436.31,PO78309,EMP00081
INV0006380,JEWL-002696,2019-12-28,00:06:57,Ship,-19,WH08,,268.74,,,EMP00073
INV0006381,SPRT-001682,2020-01-15,18:39:23,Receive,40,WH02,,63.66,2546.4,PO13480,EMP00050
INV0006382,SPRT-001795,2022-06-10,06:10:02,Ship,-27,WH04,,102.08,,,EMP00065
INV0006383,BEAU-001408,2021-05-27,16:19:49,Receive,196,WH08,,51.46,10086.16,PO78110,EMP00044
INV0006384,CLTH-000363,2022-09-10,08:42:53,Receive,48,WH07,,115.2,5529.6,PO67939,EMP00041
INV0006385,BOOK-002378,2023-10-28,18:59:29,Ship,-4,WH03,,38.41,,,EMP00002
INV0006386,CLTH-000364,2021-12-21,00:36:47,Receive,92,WH05,,248.85,22894.2,PO64822,EMP00006
INV0006387,CLTH-000178,2019-08-01,05:30:10,Adjust,2,WH05,,36.62,73.24,,EMP00067
INV0006388,BEAU-001317,2022-10-10,10:24:51,Receive,79,WH07,,12.09,955.11,PO55436,EMP00053
INV0006389,GROC-000973,2022-04-05,12:02:49,Receive,16,WH07,,8.56,136.96,PO11392,EMP00080
INV0006390,ELEC-000015,2019-12-21,20:18:17,Receive,196,WH03,,437.92,85832.32,PO99584,EMP00021
INV0006391,HOME-000683,2021-01-09,03:35:28,Receive,48,WH04,,733.13,35190.24,PO57780,EMP00049
INV0006392,HOME-000576,2022-04-05,10:57:30,Receive,164,WH06,,39.85,6535.4,PO83547,EMP00064
INV0006393,JEWL-002459,2020-10-06,01:17:12,Adjust,-4,WH01,,703.6,,,EMP00033
INV0006394,FURN-002935,2020-01-26,20:53:18,Transfer,9,WH01,WH05,31.04,279.36,,EMP00096
INV0006395,GROC-000943,2021-10-25,11:37:42,Receive,19,WH06,,10.81,205.39,PO31825,EMP00068
INV0006396,SPRT-001788,2019-08-28,23:45:52,Ship,-27,WH06,,104.99,,,EMP00026
INV0006397,FURN-002860,2019-10-16,09:50:21,Receive,38,WH06,,945.29,35921.02,PO17306,EMP00040
INV0006398,FURN-003022,2023-11-01,15:31:53,Receive,158,WH06,,608.27,96106.66,PO96174,EMP00007
INV0006399,CLTH-000449,2023-01-19,16:44:49,Receive,126,WH03,,50.99,6424.74,PO61158,EMP00052
INV0006400,SPRT-001679,2022-10-14,17:15:16,Receive,162,WH04,,140.51,22762.62,PO27195,EMP00046
INV0006401,BOOK-002236,2022-02-25,16:55:31,Return,4,WH04,,58.02,232.08,,EMP00006
INV0006402,ELEC-000047,2020-02-08,14:16:06,Receive,114,WH07,,586.79,66894.06,PO58688,EMP00065
INV0006403,HOME-000732,2021-03-11,18:45:12,Receive,200,WH06,,66.41,13282.0,PO63382,EMP00042
INV0006404,BOOK-002359,2021-01-13,00:56:22,Ship,-22,WH04,,32.89,,,EMP00037
INV0006405,FURN-002722,2023-05-14,07:38:51,Adjust,-6,WH06,,43.68,,,EMP00024
INV0006406,BEAU-001235,2020-10-22,14:45:49,Adjust,-3,WH03,,58.79,,,EMP00094
INV0006407,GROC-001031,2023-08-28,22:28:45,Ship,-30,WH07,,25.77,,,EMP00003
INV0006408,JEWL-002580,2020-11-13,01:42:33,Receive,143,WH03,,93.23,13331.89,PO55545,EMP00012
INV0006409,ELEC-000157,2021-06-16,23:31:25,Return,3,WH07,,182.64,547.92,,EMP00100
INV0006410,FURN-003080,2020-04-16,14:04:59,Receive,139,WH01,,938.62,130468.18,PO13070,EMP00003
INV0006411,FURN-002958,2019-12-10,12:14:40,Receive,40,WH06,,403.03,16121.2,PO34743,EMP00027
INV0006412,BOOK-002224,2022-11-12,23:33:37,Receive,160,WH04,,7.87,1259.2,PO51334,EMP00065
INV0006413,FURN-003080,2020-06-16,06:05:35,Receive,106,WH03,,938.62,99493.72,PO57274,EMP00094
INV0006414,ELEC-000032,2022-07-02,13:31:01,Receive,58,WH07,,406.31,23565.98,PO72873,EMP00082
INV0006415,FURN-002906,2021-12-20,14:59:59,Receive,10,WH02,,467.17,4671.7,PO90635,EMP00098
INV0006416,JEWL-002556,2020-11-28,05:15:02,Ship,-47,WH08,,883.6,,,EMP00028
INV0006417,AUTO-002043,2023-09-25,08:09:56,Receive,122,WH07,,100.76,12292.72,PO28785,EMP00061
INV0006418,HOME-000587,2019-10-27,22:04:56,Ship,-41,WH01,,63.17,,,EMP00061
INV0006419,JEWL-002420,2019-12-23,23:28:05,Receive,199,WH06,,637.29,126820.71,PO80772,EMP00059
INV0006420,GROC-001139,2020-07-24,04:56:27,Ship,-29,WH02,,6.06,,,EMP00091
INV0006421,FURN-003031,2023-10-16,04:35:37,Adjust,7,WH02,,681.77,4772.39,,EMP00074
INV0006422,GROC-000770,2022-12-13,23:52:59,Receive,92,WH06,,34.23,3149.16,PO97587,EMP00077
INV0006423,GROC-000902,2020-02-12,01:34:37,Count,0,WH03,,36.82,,,EMP00087
INV0006424,CLTH-000249,2019-07-15,00:35:32,Ship,-44,WH01,,39.01,,,EMP00029
INV0006425,ELEC-000002,2023-04-28,00:39:41,Ship,-7,WH07,,420.43,,,EMP00013
INV0006426,TOYS-001947,2020-10-30,19:52:55,Receive,44,WH06,,15.83,696.52,PO35524,EMP00007
INV0006427,CLTH-000169,2020-09-12,15:47:03,Receive,103,WH04,,96.74,9964.22,PO21734,EMP00041
INV0006428,BOOK-002398,2019-09-12,14:42:33,Adjust,2,WH04,,46.61,93.22,,EMP00046
INV0006429,FURN-003040,2020-09-07,08:07:30,Ship,-47,WH06,,156.52,,,EMP00087
INV0006430,GRDN-003142,2021-11-25,17:27:36,Receive,88,WH08,,38.33,3373.04,PO22041,EMP00004
INV0006431,AUTO-002170,2023-12-17,18:09:49,Receive,21,WH08,,108.15,2271.15,PO17541,EMP00045
INV0006432,BEAU-001435,2022-11-15,18:25:15,Receive,83,WH06,,36.17,3002.11,PO28441,EMP00082
INV0006433,HOME-000530,2020-02-04,19:54:35,Receive,189,WH04,,58.3,11018.7,PO19230,EMP00020
INV0006434,TOYS-001952,2021-04-15,17:49:09,Receive,73,WH07,,19.93,1454.89,PO79105,EMP00090
INV0006435,SPRT-001570,2020-04-07,04:54:43,Ship,-1,WH05,,89.25,,,EMP00008
INV0006436,JEWL-002594,2021-08-19,11:37:25,Ship,-35,WH07,,76.92,,,EMP00030
INV0006437,BEAU-001220,2023-08-16,06:26:04,Adjust,5,WH02,,44.07,220.35,,EMP00099
INV0006438,FURN-002834,2023-12-14,00:12:46,Receive,147,WH07,,208.74,30684.78,PO49575,EMP00048
INV0006439,ELEC-000039,2020-09-04,08:47:48,Ship,-21,WH01,,215.57,,,EMP00082
INV0006440,GROC-000850,2022-12-07,17:57:55,Receive,57,WH05,,28.91,1647.87,PO41311,EMP00068
INV0006441,TOYS-001979,2021-03-08,17:38:33,Adjust,-4,WH07,,37.98,,,EMP00044
INV0006442,FURN-002775,2023-09-21,00:29:55,Receive,89,WH08,,226.62,20169.18,PO33200,EMP00072
INV0006443,JEWL-002691,2022-06-14,17:41:53,Receive,78,WH02,,593.86,46321.08,PO41797,EMP00003
INV0006444,BEAU-001342,2019-09-13,21:40:23,Ship,-39,WH05,,32.91,,,EMP00077
INV0006445,JEWL-002452,2022-06-13,03:46:04,Receive,21,WH05,,601.45,12630.45,PO28444,EMP00012
INV0006446,CLTH-000459,2022-01-28,00:31:41,Receive,151,WH02,,87.7,13242.7,PO61848,EMP00044
INV0006447,GROC-000779,2021-09-19,11:06:04,Ship,-21,WH01,,27.2,,,EMP00065
INV0006448,SPRT-001490,2021-03-01,05:06:38,Receive,170,WH02,,19.12,3250.4,PO85426,EMP00055
INV0006449,BEAU-001275,2022-09-18,01:55:27,Ship,-47,WH07,,4.69,,,EMP00059
INV0006450,FURN-002917,2023-07-25,00:25:12,Adjust,-4,WH04,,701.7,,,EMP00056
INV0006451,SPRT-001710,2023-01-10,08:21:53,Ship,-20,WH08,,31.58,,,EMP00009
INV0006452,HOME-000592,2019-10-21,19:22:43,Ship,-26,WH02,,83.08,,,EMP00080
INV0006453,FURN-002848,2022-06-29,00:00:25,Ship,-4,WH01,,441.8,,,EMP00037
INV0006454,BEAU-001319,2020-01-01,00:21:53,Ship,-39,WH07,,55.16,,,EMP00022
INV0006455,FURN-003059,2022-07-08,08:58:54,Receive,25,WH04,,38.91,972.75,PO25558,EMP00048
INV0006456,CLTH-000487,2019-12-03,20:01:09,Receive,84,WH03,,166.24,13964.16,PO18115,EMP00012
INV0006457,BEAU-001311,2021-10-04,00:36:11,Receive,152,WH08,,32.31,4911.12,PO42069,EMP00089
INV0006458,FURN-002954,2022-10-17,19:04:36,Adjust,-3,WH02,,768.73,,,EMP00057
INV0006459,BEAU-001278,2021-03-22,10:19:42,Receive,110,WH08,,4.46,490.6,PO79675,EMP00086
INV0006460,BEAU-001376,2022-07-21,17:09:29,Ship,-18,WH04,,3.16,,,EMP00090
INV0006461,FURN-002821,2023-04-16,12:19:22,Receive,113,WH05,,165.86,18742.18,PO14119,EMP00069
INV0006462,GRDN-003165,2022-04-26,10:58:10,Ship,-48,WH04,,11.33,,,EMP00003
INV0006463,FURN-003047,2022-04-04,22:25:37,Receive,173,WH05,,791.14,136867.22,PO73028,EMP00037
INV0006464,JEWL-002473,2021-04-07,08:12:43,Adjust,5,WH01,,717.87,3589.35,,EMP00054
INV0006465,CLTH-000412,2019-12-04,23:41:17,Ship,-9,WH05,,101.43,,,EMP00021
INV0006466,GRDN-003146,2021-01-22,20:24:30,Receive,118,WH04,,50.29,5934.22,PO87569,EMP00054
INV0006467,GROC-000801,2020-11-04,15:11:04,Receive,111,WH06,,48.16,5345.76,PO36040,EMP00081
INV0006468,BEAU-001366,2020-06-02,22:36:01,Receive,82,WH05,,17.62,1444.84,PO79767,EMP00028
INV0006469,SPRT-001719,2020-12-06,20:55:48,Ship,-21,WH05,,93.06,,,EMP00005
INV0006470,GRDN-003179,2021-04-27,12:44:40,Receive,90,WH04,,25.15,2263.5,PO42978,EMP00008
INV0006471,CLTH-000436,2021-12-08,02:49:45,Receive,68,WH03,,22.54,1532.72,PO33259,EMP00022
INV0006472,GRDN-003302,2022-10-11,00:48:43,Receive,78,WH04,,33.99,2651.22,PO77947,EMP00085
INV0006473,HOME-000694,2019-07-11,08:40:38,Receive,92,WH05,,80.17,7375.64,PO12977,EMP00044
INV0006474,GROC-000833,2022-01-28,23:24:57,Ship,-35,WH06,,36.04,,,EMP00093
INV0006475,HOME-000594,2020-01-30,14:45:03,Receive,170,WH02,,165.7,28169.0,PO17038,EMP00096
INV0006476,CLTH-000249,2022-04-03,06:00:59,Receive,42,WH07,,39.01,1638.42,PO83168,EMP00030
INV0006477,CLTH-000304,2019-08-16,01:11:34,Ship,-20,WH08,,154.5,,,EMP00050
INV0006478,HOME-000674,2021-01-21,05:25:57,Transfer,-17,WH08,WH01,69.01,,,EMP00065
